New Script TCM,,,,,,,"Intruksi :
,New ,"Real Point (Coding & Design)

Berikan pemahaman singkat terkait dengan coding/desgin dan 
ajak anak membayangkan mereka menjadi seorang game dev/animator cilik dan tanyakan apa yang ingin mereka buat","Notes: Point ini lebih menekankan untuk TCM menjelaskan singkat tentang coding atau design dan mengajak anak berimaginasi ketika anak menjadi seseorang dengan profesi yang berkaitan dengan IT, serta menanyakan apa yang akan mereka lakukan atau mereka buat. 
- Point ini dilakukan agar tujuan anak jelas, dan anak tidak bingung ketika ditanya mau membuat apa karena sudah diafirmasi terlebih dulu terkait pengetahuan singkat coding dan design, dan TCM sudah memberikan penjelasan ""jika anak sudah bisa, jika anak jadi orang yang berprofesi di bidang IT

Example: 

""Hari ini Miss/Mr akan mengajak kamu untuk belajar coding, nah apa itu koding sederhananya kita akan belajar bahasa komputer untuk membuat sesuatu seperti game atau animasi""
""Hari ini Miss/Mr akan mengajak kamu untuk belajar design, nah kamu akan mencoba gimana menggambar pakai laptop, jadi nanti gambarnya bisa dibuat bergerak juga jadi animasi"" 

Note: Selanjutnya ajak anak berimaginasi dan tanyakan apa yang mau mereka buat. 

5-7yo
""Miss/Mr mau ngajak (nama anak) buat bayangin nih, kalo (nama anak) udah pinter design/pinter coding, terus jadi orang yang bisa buat game sendiri, gambar kartun, kira-kira kamu mau buat game/karakter apa?""

5-13yo
""Selanjutnya, coba kamu bayangin nih udah bisa coding/bisa design, jadi orang yang bisa buat game/ animasi, kira-kira apa yang mau kamu buat?""

14-17yo
""Nahh coba deh kamu bayangin kamu udah pinter coding / pinter ngedesign, bisa jadi programer, game developer, atau animator, kamu paling pengen bikin apa?"" ",,,✅Masuk real point yang sudah dibahas sebelumnya. Aman.,"✅
Clear, namun jika cita-citanya tidak sesuai ekspektasi atau tidak langsung relate dengan program Algonova, TCM harus mengaitkan dengan pembelajaran di Algonova yang bisa membantu mewujudkan cita-cita anak.

Misal:
Cita-cita anak mau jadi petani. ""Wah keren banget, dengan belajar coding nantinya proses pertaniannya jadi makin keren bisa berbasis otomasi""","❌ Lebih baik tanyakan dia kedepannya mau sebagai apa, dan persiapan apa yang mau dilakukannya dari impiannya.kira kira sejauh apa yg dia tau ttg impiannya lalu tcm bisa bantu dengan ""okay kalau gitu miss bantu kamu untuk belajar game develeoper dllll""

kalau klien tidak tau, Tcm bisa membantu menemukan jawaban dari hal yg diinginkan anaknya di masa depan. ",,"❌ Untuk anak remaja kemungkinan tidak suka diajak membayangkan. 
Lebih baik gunakan pertanyaan, misal ""Kamu mau nggak bikin game sendiri? Kalau kamu bisa bikin game sendiri kamu mau bikin game tentang apa?""","❌Tidak perlu membayangkan dan mengkaitkan dengan cita-cita kecuali memang cita-citanya memang udah sesuai. 

✅ Bisa tanyakan saja ""Kalau nanti bisa bikin game nanti mau bikin apa?""",,,
,,Menyimpulkan hasil profiling dan merekomendasikan course,"Notes: TCM wajib menyimpulkan secara lengkap dari hasil profiling anak dan orang tua serta memberikan rekomendasi yang sesuai course berdasarkan usia, kemampuan komputer/math dan kebutuhan klien. 

Example: 
""Baik terima kasih mama/papa dan (nama anak), sebelum ke sesi berikutnya, Miss simpulkan dulu ya informasi yang Miss dapatkan, jadi saat ini (nama anak) usianya bulan depan sudah 9 tahun dan kelas 3 SD, mama/papa mendaftarkan (nama anak) tujuannya adalah untuk meningkatkan kemampuan Math sehingga nilai sekolahnya meningkat, betul tadi yaa Miss saat ngobrol sama (nama anak) ternyata (nama anak) ada kesulitan Math di pembagian dan perkalian, selain itu ternyata (nama anak) hobi main game juga, dan cita-citanya mau jadi guru. Nah untuk merealisasikan goals mama dan (nama anak) tadi, Miss rekomendasikan untuk (nama anak) masuk di kelas Math Master terlebih dulu yaa, sebelum itu ada yang ditanyakan mam?""

""Baik terima kasih mama/papa dan (nama anak), sebelum ke sesi berikutnya, Miss simpulkan dulu ya informasi yang Miss dapatkan, jadi saat ini (nama anak) 11 tahun, sudah mau 12 tahun dan sudah kelas 2 SMP yaa, mama/papa mendaftarkan (nama anak) tujuannya adalah untuk mepersiapkan masa depan (nama anak) dengan mengembangkan bakat dan minat (nama anak) di bidang design dan IT, saat ngobrol sama (nama anak) ternyata benar yaa (nama anak) hobi menggambar, menonton, dan bermain game, cita-citanya mau jadi content creator. Nah untuk merealisasikan goals mama dan (nama anak) tadi, Miss rekomendasikan untuk (nama anak) masuk di kelas Graphic Design Senior sesuai dengan usia dan hobi (nama anak), sebelum Miss lanjutkan sesinya ada yang mau ditanyakan dulu dari (nama anak) dan mama/papa?""",,,✅Merekomendasikan kelasnya spesifik menyebut mau belajar course yang mana.,"✅
Yess, recall dengan singkat",✅Setuju recall back,❌Bagus untuk recall tapi ada baiknya tidak terlalu panjang,✅,✅ agar recall kembali ,,,
Practical,New,"Before Practical:

Menunjukan road map pembelajaran sejalas jelas","Notes: (tidak harus berurutan)
- TCM wajib menanamkan keyakinan ke orang tua/anak bahwa kelas Algonova bermanfaat dan menyenangkan untuk anak, bisa menyalurkan hobi + skill. (bisa menggunakan contoh karya anak, silabus, IL)
- Menekankan bahwa Algonova memiliki roadmap pembelajaran yang jelas. (menggunakan LP bagian couse)
- Menjelaskan berapa pertemuan, output belajarnya seperti apa, keunggulan programnya, dan dikaitkan lagi dengan tujuan orang tua. (Silabus dan karya anak) 

Example: 
""Nah di program graphic design ini nanti (nama anak) akan belajar banyak hal yaa dari design 2 dimensi hingga 3 dimensi, selain itu juga (nama anak) bisa membuat project animasi, akan ada sekitar 5 aplikasi yang akan digunakan untuk (nama anak) belajar nantinya, sehingga kemampuan dan knowlage (nama anak) akan sangat meningkat yaa mama/papa, ditambah pembelajaran kita berbasis project yang sudah memiliki kurikulum sendiri, setiap modulnya ada project sebagai capaian belajar (nama anak""

Notes: Pastikan program sudah sesuai dengan harapan/rencana orang tua, ajak parent aktif menyampaikan tanggapannya mengenai program Algonova.
Jelaskan bahwa program ini tidak bisa dilakukan hanya sekali dua kali, bangun urgensi dan jual mimpi ke orang tua. Tekankan bahwa untuk membuat animasi/game sendiri butuh proses. Disini libatkan juga kesiapan anak untuk belajar selama 36/32 pertemuan setiap programnya secara online. Pembelajaran ini tujuannya adalah untuk mengoptimalkan kemampuan anak dibidang coding/design/math yang mana menjadi bekal untuk anak kedepannya. 

Example:
""Menurut Mama sudah sesuai belum program ini untuk (nama anak) belajar kedepannya? untuk kelas akan berlangsung secara online minimal satu minggu satu kali, dan untuk per kurikulumnya nanti ada sekitar 32/36 pembelajaran sesuai course, bagaimana dari (nama anak) sudah siap untuk belajar sampai bisa bikin project animasi kamu sendiri?"" 

",,,"✅Fokusnya lebih ke show project dan penjelasan singkat tentang kelasnya berarti ya.

PS: Baiknya diberikan panduan jelas supaya tidak oversharing informasi di awal dan jadinya mengulang di sesi presentasi.",✅,✅,✅,✅,✅Hal yang penting dan make sure apakah orang tua paham ,,,
,New,"Real Point (Math)
Ice Breaking Before Practical","Notes: TCM memberikan ice breaking before practical kepada anak untuk mencairkan suasana sebelum pembelajaran math dimulai, contoh mengajarkan hitung hitungan sederhana atau main tebak tebakan.",,,✅Masuk real point yang sudah dibahas sebelumnya. Aman.,,,,,✅ bisa namun jangan terlalu lama,,,
,,Practical session,"Notes: 
- Sesi ini adalah salah satu cara untuk delivery value dari course, maka WAJIB DIKUASAI dari sisi teknis dan penyampaian practical yang baik dan menyenangkan.
- TCM wajib membantu anak jika anak kesulitan dalam memahami perintah atau penggunaan komputer.
- Diaharapkan pintar memuji anak, delivery value yang kaitkan dengan skill potensial anak, seperti problem solving, analisa yang kuat, logika yang tinggi, fokus, teliti, dan lain-lain.
- Libatkan anak dan orang tua dalam proses (feedback, tanya pendapat, apresiasi progress kecil).

Example: 
""‘Wah keren banget (nama anak)! penggunaan mousenya sudah lancar yaa, (nama anak) sudah bisa menyusul balok di tinkercad dan bisa membuat karakternya sendiri nih mam, padahal ini baru pertama kali (nama anak) coba tinkercad ya? Tapi sudah kelihatan luwes banget, bener gak nih mam? ",,,"✅QC tidak cek praktik sebelumnya, jadi aman saja. Komunikasi dengan anak dan orangtua penting untuk menghidupkan suasana saat practical.","✅
Buat sesi yang semenyenangkan mungkin, beri pujian tapi tidak bluffing agar terlihat real.",✅,✅,"✅ Sesi praktek adalah saat dimana TCM menunjukkan bagaimana proses belajar mengajar berlangsung di Algonova, jadi wajib interaktif dan TCM memberi petunjuk yang jelas dalam mengerjakan soalnya.",✅Saat sesi ini wajib berkesan dan menyenangkan agar anak tertarik dan orang tua melihat ini tuh worth it,,,
,New,"After Practical

Presentasi hasil praktik dari anak","Notes: 
- Setelah praktik, beri peran anak menjelaskan ke orang tua untuk membangun kedekatan emosional.

Example: 
- ""Wah hasilnya keren banget! Coba kamu jelasin sendiri ke Mama/papa, apa yang hari ini kamu buat, dan gimana serunya kamu belajar bikin animasi menggunakan Wick Editor?"" 

- ""Yesss, keren banget yaa (nama anak) sudah bisa mengerjakan beberapa soal dengan baik hari ini, coba kamu bisa ceritakan ke mama/papa apa yang kamu kerjakan hari ini, dan bagaimana nih belajar Math di Algonova?""",,,"❌Bisa dibuat jadi dua poin berbeda saja. Sebelumnya ini di koding masuk real point semua, tapi di Math yang presentasi anak lebih ke general.

PS: Lebih mudah menganalisa juga karena ada dua hal yang dilakukan, yaitu dari sisi anak dan dari sisi orang tua juga.","✅
",✅,✅,✅,✅Setuju dan bisa memberikan kesan anak sudah tampil percaya diri ,,,
,New,Feedback orang tua,"Notes: Setelah TCM menjelaskan hasil praktik ke anak, beri waktu dan peran ortu menilai praktik anak.

Example: 
- ""Keren, tepuk tangan dulu! Mama/papa boleh kasih pendapat sedikit, kira-kira apa yang sudah bagus dan apa yang bisa lebih ditingkatkan lagi nih dari project yang sudah dibuat?""
- ""Menurut mama/papa bagaimana pembelajaran (nama anak) hari ini? bagian mana yang sudah bagus dan yang perlu ditingkatkan lagi nih mam?""",,,,,,,,,,,
,,"After Practical

Menghubungkan hasil praktik dengan kebutuhan dunia nyata","Notes: Hubungkan hasil praktik anak dengan dunia nyata, minat pribadi anak, dan kebutuhan saat profiling, tunjukkan pencapaiannya dan bangun rasa bangga.

Example: 
""Keren sekali yaa mama/papa, dalam pembelajaran praktik selama kurang lebih 15 menit, (nama anak) sudah bisa membuat karyanya sendiri. Graphic design ini (nama anak) tidak hanya belajar membuat karya saja yaa mam, namun lebih kompleks lagi (nama anak) akan mempelajari banyak konsep graphic design, konsisten mengembangkan bakat dan potensinya melalui pembelajaran berkelanjutan, kreatifitasnya terus terasah, ketelitian dan kesabarannya meningkat, secara teknis penggunaan komputer dan plathform graphic design juga akan lebih mahir. Dari karya yang (nama anak) buat juga bisa loh mam menjadi portofolio anak, diikutkan kompetisi, atau kalo sekolahnya (nama anak) sedang ada acara, (nama anak) bisa ikut berpartisipasi juga karena pinter design.""

""Pinter banget yaa mam tadi (nama anak) untuk mengerjakan soal soalnya. Pembelajaran Math di Algonova yang (nama anak) sudah kerjakan tadi, memiliki metode pemahaman konsep ya mam, sehingga tadi (nama anak) belajarnya nyaman dan cepat paham, dan miss jamin jika (nama anak) bisa konsisten belajar di kelas lanjutan maka goals mama/papa tadi agar nilai sekolah meningkat, ikut kompetisi juga bisa terwujud, selain itu juga (nama anak) bisa lebih mahir lagi dalam penggunaan komputer.""",,,✅Masih sama dengan penilaian script lama: Afirmasi dan feedback after practical.,"✅
",✅,✅,✅,✅,,,
New Landing Page: https://specials.algorithmics.id/page95165376.html,,,,,,,,,,,,,,
Presentasi,New,Memperkenalkan Algonova sebagai International school,"Notes:
- TCM wajib secara optimal menggunakan landing page untuk memperkenalkan Algonova setelah sesi praktik, memperkenalkan Algonova yang sudah tersebar di berbagai negara sebagai sekolah IT dan Math International. 


""... Perkenalkan ini Algonova, kami adalah sekolah IT dan Math bertaraf Internasional, saat ini Algonova sudah tersebar di berbagai negara di Dunia dengan jumlah siswa lebih dari xxx...""",,,"✅Dikasih contoh kalimatnya, supaya tidak terlalu panjang dan tidak terlalu singkat.","✅
",✅Dikasi info start presentasi dari halaman berapa ke berapa,"❌ Gaperlu oversharing, to the point tapi menarik",✅,✅Setuju branding internasional,,✅ Setuju branding International,✅ Setuju karena akan menguatkan trust dari client dan bisa menjadi selling point akan international communitynya
,New,Menjelaskan prestasi siswa Algonova dan testimoni orang tua,"Notes: 
- TCM wajib menjelaskan prestasi siswa dan testimoni orang tua untuk memberikan gambaran kedepan jika anak tidak hanya belajar namun memiliki potensi untuk lebih berprestasi. Hal ini juga akan meningkatkan kepercayaan orang tua untuk mendaftarkan anak di kelas lanjutan dan saat sesi negosiasi bisa diingatkan kembali jika pembayaran sudah include pengembangan potensi anak untuk mengikuti kompetisi. 
- Minta feedback dari orang tua dan anak terkait penjelasan prestasi dan testimoni. ",,,"✅Dikasih contoh kalimatnya, supaya tidak terlalu panjang dan tidak terlalu singkat.",,✅,✅ Jangan lupa tanyakan feedback,✅,✅Boleh diberikan contoh diksinya seperti apa ,,✅ ,✅ 
,,Memperkenalkan course lain dan jalur pendidikan,"Notes: 
- TCM wajib menjelaskan terkait jalur pendidikan di sesi presentasi untuk memberikan gambaran kepada orang tua jika anak tidak hanya belajar satu level saja, hal ini juga berpeluang untuk meningkatkan payment. 
- TCM wajib memperkenalkan kelas lain yang sesuai dengan usia anak sebagai awal penawaran kelas bundling.
- Berikan informasi jumlah pelajaran dari tiap course yang dijelaskan sebagai bagian dari jalur pendidikan si anak sehingga bisa lebih mudah merekomendasikan paket belajarnya.
- Minta feedback dari klien.  ",,,✅Masih sama dengan penilaian script lama.,,✅,✅ Jangan lupa tanyakan feedback,✅,✅Hal terpenting dan wajib bikin awareness ada kelas lain yg bisa ditake,,"✅ Walaupun anak PP pun tetap dijelaskan dari CK, siapa tau ada sibling",✅Infokan jumlah lesson dari tiap coursenya
,,Komunikasi dua arah,"Notes: 
- TCM melalukan sesi presentasi dua arah, tidak hanya dengan orang tua naum juga melibatkan anak, bisa mengoptimalkan landing page sebagai bahan interaksi seperti contoh karya dan review dari orang tua. ",,,✅Masih sama dengan penilaian script lama.,,✅,✅,✅ Lakukan di sepanjang sesi(profiling-negosiasi),✅Lalkukan dari profiling-nego,,✅,✅
,,Refreshment,"Notes: 
- TCM wajib memberikan kesimpulan berjalannya trial class sebelum sesi negosiasi, meliputi kebutuhan klien di sesi profiling, feedback saat praktik dan kecocokan orang tua dan anak dengan program serta kurikulum dan kesiapan menuju kelas lanjutan. 

Example: 

""Sebelum Miss tunjukan investasi pendidikan kedepan, Miss izin untuk mengingatkan kembali yaa mama/papa apa saja yang sudah kita lewati selama sesi trial class. Jadi mama/papa mendaftarkan (nama anak) karena ..................... dengan tujuan agar ..............., tadi (nama anak) sudah praktik dan hasilnya luar biasa ya, (nama anak) suka, mampu mengikuti dengan baik, terkait dengan sekolah Algonova dan kurikulum pembelajarannya sudah sesuai juga ya. Nah saat ini waktu yang tepat untuk (nama anak) bisa mengembangkan potensinya di bidang IT/ meningkatkan kemampuan Math melalui kelas lanjutan Algonova.""",,,✅Masih sama dengan penilaian script lama: kesimpulan sebagai bridging rekomendasi.,,✅,✅,✅,✅Setuju untuk recall sebelum masuk nego agar orang tua ingat tujuan mereka,,✅,✅
Negosiasi,New,"Menjelaskan dan merekomendasikan jenis kelas (Private, Premium, dan Group)","Notes: 
- TCM menjelaskan format kelas yang ada di Algonova dan merekomendasikan jenis kelas yang sesuai dengan kondisi anak, diutamakan merekomendasikan kelas private agar penjualan paket besar dan private meningkat. ",,,"❌Terlalu complex di bagian presentasi. Better dijadikan satu dengan rekomendasi paket, karena format kelas posisinya sebelum harga pas.",,✅kasi panduan merekomendasikan kelas dengan makesense,✅ Jangan lupa tanyakan feedback,✅,✅Kelas private namun tetap membuka jika mau premium gapapa,,✅,✅Bisa disampaikan jika tiap jenis kelas memiliki nilai plusnya masing2 dan saat merekomendasikan harus menggunakan penjelasan yang reasonable sesuai kondisi anak
,,Rekomendasi paket sesuai kebutuhan,"Notes: 
- Setelah menemukan kecenderungan paket yang akan diambil oleh klien (private/group/premium), maka selanjutnya menjelaskan masing-masing paket belajar 40,80, dan 120, beserta benefitnya yang kemudian merekomendasikan paket yang cocok untuk anak. 
Example:
- Baik Mama/papa, sesuai dengan goals mama/papa dan hasil praktik dari (nama anak) yang sangat baik di Trial Class ini maka saya merekomendasikan yang 80 pelajaran. Kenapa? (Berikan alasan kenapa merekomendasikan paket tersebut misalnya tadi anak sangat bagus saat praktikalnya, dan artinya adik sudah memiliki dasar yang sangat baik dalam bidang Coding/Desing, Math, yang tentu akan sangat mendukung juga mencapai masa depan dan cita-cita adek yang tadi, bisa disebutkan kembali goals anak. Atau alasan lain yang kita temukan saat trial class berlangsung). ",,,✅Masih sama dengan penilaian script lama. Rekomendasi lebih merujuk ke paket pembelajaran bukan format kelas.,,✅,✅,✅,"✅Private dan 120L, rekomendasikan paket bsar",,✅,✅
,,Clarify client's objection with Formula,"
Notes: Pada saat client mengajukan objection, pastikan untuk menggali lebih dalam real concern dari klien secara lebih spesifik
Contoh teknis & alur penjelasannya sesuai rumus (Acknowledge - Clarify (Identify the Real Concern ) - Respond with Value - Close the Deal) silahkan lihat di sheet Handle Objection. 
New Script - Upgrade ",,,✅Masih sama dengan penilaian script lama.,,✅,✅,✅,✅,,✅,✅
,,Handling objection klien,"Contoh teknis & alur penjelasannya sesuai rumus (Acknowledge - Clarify - Respond with Value - Close the Deal) silahkan lihat di sheet Handle Objection
Notes:
> Respon with value (Berikan Benefit (manfaat) & Tools (Solusi) secara bertahap
>> Benefit (manfaat) adalah fasilitas / keunggulan yang dimiliki oleh Algo misalnya platform bisa di akses 24/7, sertifikat internasional, bisa pilih jadwal yang cocok dengan klien sesuai jadwal yang tersedia, bisa terlewat kelas bisa meminta recording atau mengikuti extra class, bisa membekukan paket (cuti), dll
>> Tools (Solusi): Fasilitas pembayaran dengan BNPL & Kartu Kredit, Special Discount, Refund

Pastikan benefit ter-delivery terlebih dahulu ke klien sebelum tools dikonfirmasi, bukan sebaliknya!",,,✅Masih sama dengan penilaian script lama.,,✅,✅,✅,✅,,✅,✅
,,"Clear information terkait refund, kelas, jadwal, harga, dll ","Lihat clear information ini di sheet Penjelasan Refund, Extra Class
New Script - Upgrade ",,,✅Masih sama dengan penilaian script lama.,,✅,✅,✅,✅,,✅,✅
,,"Menawarkan Referral / Bundling, BNPL","Notes: 
- Referal bisa disampaikan di stage TC manapun, dengan catatan menyampaikan banefit kelas. 

Example: 
""Adik bisa didaftarkan juga mam, nanti kakak dapat banefit free class 4x untuk kelas lanjutannya, dan setiap mengajak 1 teman lain dan temannya berhasil daftar juga nanti akan dapat bonus berlaku kelipatan"" 

Notes: 
- Bundling hanya akan di hitung jika penyampaian dilakukan start presentasi hingga akhir dengan menyampaikan banefit bundling yaitu kelas bersamaan dan extra discount 10%. 

Example: 
- Untuk saat ini (nama anak) usia 10 tahun jadi bisa sekali jika mau ikut kelas di course lain, Math dan Design, nanti kelasnya bisa berjalan bersamaan dan dapat extra potongan biaya di second course. 

Note: 
- BNPL di tawarkan sebagai metode pembayaran, handling budget issue, dan tidak boleh menawarkan 10 lessons. 

Panduan 
New Script - Upgrade ",,,✅Masih sama dengan penilaian script lama.,,✅,✅,"❌
Selama TC berlangsung artinya tidak harus hanya pada saat negosiasi",✅Berarti pada saat penjelasn kelas lain sudah bisa dibilang terhitung penyampaian bundling,,✅,✅
,New,Mengakhiri zoom dengan profesional,"Example: 
Paid → ucapkan selamat bergabung di Algonova dan terima kasih kepada orang tua karena sudah support anak untuk belajar di Algonova, sampaikan informasi tambahan yang wajib disampaikan (contoh: referral), reminder anak agar tetap semangat belajar di kelas lanjutan seperti saat trial class, pastikan informasi mengenai pembelajaran dan ketentuan sudah clear (meminimalisir komplain)

Not Paid → tetap berikan kesan professional. Berikan kesan trial class di Algonova ‘worth to try’ walaupun diberikan secara gratis. Tekankan bahwa Algonova sangat terbuka sekali jika suatu hari nanti klien ingin mendaftar untuk kelas lanjutannya kembali (ini akan memudahkan TCM untuk follow up jika klien tidak bisa paid ots)",,,"✅Ini bagus, supaya TCM tidak mengatakan kalimat pedas saat klien tidak mau bayar.",,✅,✅,✅,"✅Mungkin bisa dibuatkan kalimat untuk TCM jika klien tidak bayar seperti 
""Terima kasih sudah mengikuti sesi trial class semoga kedepannya Mom/Dad bisa ikut Algonova karena sayang kemampuan Adik masih ada dan masih bisa dikembangkan""",,✅,✅